city,topic,variables,target,trainR2,testR2,spatialres
chicago,Non-vehicle Travel,gsv,publictrans_per_ct,0.7096101042202503,0.6822237744403292,ct
chicago,Non-vehicle Travel,gsv,walkbike_per_ct,0.46505330295544456,0.4216958669783696,ct
chicago,Poverty,gsv,logincome,0.5798459248083276,0.5637963198565956,ct
chicago,Poverty,gsv,povertyline_below100,0.5121274771457996,0.4942116737054529,ct
chicago,Poverty,gsv,povertyline_below200,0.5610212244963293,0.5439705063013653,ct
chicago,Vehicle Travel,gsv,drove_alone_per_ct,0.7965893696779722,0.7718295070952891,ct
chicago,Vehicle Travel,gsv,estpmiles,0.6552698412606234,0.6384600132784896,ct
chicago,Vehicle Travel,gsv,estptrp,0.51661799711505,0.48401021201947103,ct
chicago,Vehicle Travel,gsv,estvmiles,0.7005804860540905,0.6627011496569921,ct
chicago,Vehicle Travel,gsv,estvtrp,0.7069997915753116,0.6846805462126945,ct
losangeles,Crime,gsv,logcrime,0.4693441958383443,0.43925743447361876,ct
losangeles,Crime,gsv,logpetty,0.198486743422824,0.1062319480482284,ct
losangeles,Health,gsv,bphighcrud,0.15206293464304818,0.14335594649205904,ct
losangeles,Health,gsv,cancercrud,0.4409947294395896,0.4428086519186153,ct
losangeles,Health,gsv,diabetescr,0.44444189668383266,0.4278944253870046,ct
losangeles,Health,gsv,lpacrudepr,0.6617779504818363,0.6560958874977174,ct
losangeles,Health,gsv,mhlthcrude,0.5691838866894552,0.5625655895365946,ct
losangeles,Health,gsv,obesitycru,0.5417847431749409,0.5206609362107224,ct
losangeles,Health,gsv,phlthcrude,0.5875582972035793,0.5601565369941899,ct
losangeles,Non-vehicle Travel,gsv,publictrans_per_ct,0.5218523571802703,0.487693564267852,ct
losangeles,Non-vehicle Travel,gsv,walkbike_per_ct,0.1890130336043238,0.17152018760316973,ct
losangeles,Poverty,gsv,logincome,0.5994681166874397,0.5683503624384646,ct
losangeles,Poverty,gsv,povertyline_below100,0.4390063836260378,0.38955561033656627,ct
losangeles,Poverty,gsv,povertyline_below200,0.5938765053201589,0.5641746306221492,ct
losangeles,Vehicle Travel,gsv,drove_alone_per_ct,0.45585197797548893,0.4567281553322332,ct
losangeles,Vehicle Travel,gsv,estpmiles,0.5049676101092939,0.4952998482162151,ct
losangeles,Vehicle Travel,gsv,estptrp,0.4983205474219382,0.47099944022227314,ct
losangeles,Vehicle Travel,gsv,estvmiles,0.5424176374855767,0.5324751816152259,ct
losangeles,Vehicle Travel,gsv,estvtrp,0.5891050168469825,0.5548960996129102,ct
miami,Crime,gsv,logcrime,,,ct
miami,Crime,gsv,logpetty,,,ct
miami,Health,gsv,bphighcrud,0.2309820783328599,0.16313824905512517,ct
miami,Health,gsv,cancercrud,0.24486219479662125,0.21182486505478063,ct
miami,Health,gsv,diabetescr,0.4471928465480498,0.423724421808357,ct
miami,Health,gsv,lpacrudepr,0.601475557768635,0.5896974280016046,ct
miami,Health,gsv,mhlthcrude,0.3509631730873949,0.3114469489624129,ct
miami,Health,gsv,obesitycru,0.4388064177479826,0.40574058693137366,ct
miami,Health,gsv,phlthcrude,0.46882557814320924,0.4476248219850253,ct
miami,Non-vehicle Travel,gsv,publictrans_per_ct,0.3958934825693931,0.38391742562177306,ct
miami,Non-vehicle Travel,gsv,walkbike_per_ct,0.4408141342699775,0.39705302361774397,ct
miami,Poverty,gsv,logincome,0.518044774110795,0.5081309870762938,ct
miami,Poverty,gsv,povertyline_below100,0.39253359342479144,0.3371043602004561,ct
miami,Poverty,gsv,povertyline_below200,0.5052572108144647,0.4824801018726491,ct
miami,Vehicle Travel,gsv,drove_alone_per_ct,0.37618753288782825,0.3747461493992592,ct
miami,Vehicle Travel,gsv,estpmiles,0.4551185926060257,0.3974244473894027,ct
miami,Vehicle Travel,gsv,estptrp,0.39709874693806324,0.3275681103906571,ct
miami,Vehicle Travel,gsv,estvmiles,0.41894229448666015,0.3951817106572,ct
miami,Vehicle Travel,gsv,estvtrp,0.4398953312398698,0.4154304789738865,ct
newyork,Crime,gsv,logcrime,0.3267494973938406,0.29421642410835264,ct
newyork,Crime,gsv,logpetty,0.33639726385926866,0.33871746940807845,ct
newyork,Health,gsv,bphighcrud,0.35875793909078535,0.35513555612600767,ct
newyork,Health,gsv,cancercrud,0.45618097216585723,0.4135134009385311,ct
newyork,Health,gsv,diabetescr,0.45898791274865525,0.44837813522938263,ct
newyork,Health,gsv,lpacrudepr,0.5385348017481293,0.5125731227892998,ct
newyork,Health,gsv,mhlthcrude,0.3855151345693636,0.3459932830139901,ct
newyork,Health,gsv,obesitycru,0.4250112884664645,0.3900437585452628,ct
newyork,Health,gsv,phlthcrude,0.4006271905878546,0.37887458002885116,ct
newyork,Non-vehicle Travel,gsv,publictrans_per_ct,0.8212353977436561,0.819273604709494,ct
newyork,Non-vehicle Travel,gsv,walkbike_per_ct,0.5317419791827878,0.5014309747773205,ct
newyork,Poverty,gsv,logincome,0.5221291792493516,0.5081689489017666,ct
newyork,Poverty,gsv,povertyline_below100,0.4198090254141034,0.39666834287911057,ct
newyork,Poverty,gsv,povertyline_below200,0.4978299804510309,0.4789938852070027,ct
newyork,Vehicle Travel,gsv,drove_alone_per_ct,0.8843683750698066,0.8789304361167913,ct
newyork,Vehicle Travel,gsv,estpmiles,0.7509026580466742,0.7436616043888031,ct
newyork,Vehicle Travel,gsv,estptrp,0.417348547351221,0.39581071090435305,ct
newyork,Vehicle Travel,gsv,estvmiles,0.8198830887313641,0.8166277372874895,ct
newyork,Vehicle Travel,gsv,estvtrp,0.8544021993631116,0.8451660995268739,ct
philadelphia,Crime,gsv,logcrime,0.7000195729872886,0.6392406470044507,ct
philadelphia,Crime,gsv,logpetty,0.47332538432221494,0.40911829099673785,ct
philadelphia,Health,gsv,bphighcrud,0.34523252189670134,0.25994222195092187,ct
philadelphia,Health,gsv,cancercrud,0.3811613693910475,0.3658653241724584,ct
philadelphia,Health,gsv,diabetescr,0.5245403385365239,0.4621568549228683,ct
philadelphia,Health,gsv,lpacrudepr,0.6825240695567165,0.6429530091499585,ct
philadelphia,Health,gsv,mhlthcrude,0.6498971083858956,0.6202513011386656,ct
philadelphia,Health,gsv,obesitycru,0.4660611496839328,0.3953768467899934,ct
philadelphia,Health,gsv,phlthcrude,0.631865483827598,0.5767429530999989,ct
philadelphia,Non-vehicle Travel,gsv,publictrans_per_ct,0.6766134777297415,0.6828724860777979,ct
philadelphia,Non-vehicle Travel,gsv,walkbike_per_ct,0.6619099175656991,0.6256131055242224,ct
philadelphia,Poverty,gsv,logincome,0.6302537576032532,0.5969593843071915,ct
philadelphia,Poverty,gsv,povertyline_below100,0.5874275447212995,0.5490346161593415,ct
philadelphia,Poverty,gsv,povertyline_below200,0.6585175441146843,0.6247975657913412,ct
philadelphia,Vehicle Travel,gsv,drove_alone_per_ct,0.7726624280510006,0.7818297408197771,ct
philadelphia,Vehicle Travel,gsv,estpmiles,0.7411622070904159,0.7394098049578819,ct
philadelphia,Vehicle Travel,gsv,estptrp,0.4742728157752013,0.44783093580345923,ct
philadelphia,Vehicle Travel,gsv,estvmiles,0.7814865484473102,0.758558216450312,ct
philadelphia,Vehicle Travel,gsv,estvtrp,0.7611484712984553,0.7689126799718833,ct
sanfrancisco,Crime,gsv,logcrime,0.641427925222633,0.47167950546705006,ct
sanfrancisco,Crime,gsv,logpetty,0.6140923430085456,0.4457216145680671,ct
sanfrancisco,Health,gsv,bphighcrud,0.30597326730343494,0.23774346585567088,ct
sanfrancisco,Health,gsv,cancercrud,0.5116815807555195,0.44042371227057364,ct
sanfrancisco,Health,gsv,diabetescr,0.4008997405131615,0.34178115342800375,ct
sanfrancisco,Health,gsv,lpacrudepr,0.5413415649311891,0.47895330875612024,ct
sanfrancisco,Health,gsv,mhlthcrude,0.47764647513873293,0.40144595699519947,ct
sanfrancisco,Health,gsv,obesitycru,0.5906165837501149,0.5402164009675783,ct
sanfrancisco,Health,gsv,phlthcrude,0.48566064762902766,0.41673999518549126,ct
sanfrancisco,Non-vehicle Travel,gsv,publictrans_per_ct,0.7259824082278037,0.6826567056495303,ct
sanfrancisco,Non-vehicle Travel,gsv,walkbike_per_ct,0.7825777922205073,0.7140291191669272,ct
sanfrancisco,Poverty,gsv,logincome,0.47199509081200297,0.39071402607153777,ct
sanfrancisco,Poverty,gsv,povertyline_below100,0.3728629292913489,0.30831731515447813,ct
sanfrancisco,Poverty,gsv,povertyline_below200,0.46599069039789925,0.3952625898824393,ct
sanfrancisco,Vehicle Travel,gsv,drove_alone_per_ct,0.8335743285530608,0.8267348912557797,ct
sanfrancisco,Vehicle Travel,gsv,estpmiles,0.6210173597684013,0.6125110212892002,ct
sanfrancisco,Vehicle Travel,gsv,estptrp,0.5669213112416205,0.5103495510065275,ct
sanfrancisco,Vehicle Travel,gsv,estvmiles,0.6704175983078243,0.647049492055061,ct
sanfrancisco,Vehicle Travel,gsv,estvtrp,0.704302354875043,0.6490999822716665,ct
boston,Crime,poi,logcrime,0.2443550118440398,0.1443697211168515,ct
boston,Crime,poi,logpetty,0.3702208063847213,0.25705666373997443,ct
boston,Health,poi,bphighcrud,0.39408114373667,0.33332299724755676,ct
boston,Health,poi,cancercrud,0.5506661173525436,0.485304733378484,ct
boston,Health,poi,diabetescr,0.35883485137510734,0.304165638493135,ct
boston,Health,poi,lpacrudepr,0.44631020846505,0.3795049716775622,ct
boston,Health,poi,mhlthcrude,0.4625434561678354,0.4031068575336236,ct
boston,Health,poi,obesitycru,0.5017202587122706,0.4547463848676829,ct
boston,Health,poi,phlthcrude,0.42343803442498296,0.3685322703424317,ct
boston,Non-vehicle Travel,poi,publictrans_per_ct,0.6502443226712531,0.6139069747863573,ct
boston,Non-vehicle Travel,poi,walkbike_per_ct,0.5902134165371425,0.5240747490450351,ct
boston,Poverty,poi,logincome,0.44781844015393596,0.38186779146533706,ct
boston,Poverty,poi,povertyline_below100,0.4081234421671466,0.34449412692668313,ct
boston,Poverty,poi,povertyline_below200,0.4684444822462647,0.41832862439798485,ct
boston,Vehicle Travel,poi,drove_alone_per_ct,0.7593633383554295,0.7361262746506575,ct
boston,Vehicle Travel,poi,estpmiles,0.6703302544957289,0.6448017844521239,ct
boston,Vehicle Travel,poi,estptrp,0.4918831724523168,0.45520389820564666,ct
boston,Vehicle Travel,poi,estvmiles,0.7162864001599418,0.6748712323313939,ct
boston,Vehicle Travel,poi,estvtrp,0.7220104365616173,0.7026277571564669,ct
chicago,Crime,poi,logcrime,0.5546937191424764,0.4756100130820834,ct
chicago,Crime,poi,logpetty,0.5773737618522027,0.48906542306741463,ct
chicago,Health,poi,bphighcrud,0.5166846900023335,0.5015056211143916,ct
chicago,Health,poi,cancercrud,0.3887596075140379,0.35265413968631015,ct
chicago,Health,poi,diabetescr,0.617357039556944,0.5981466291705111,ct
chicago,Health,poi,lpacrudepr,0.6562848074851397,0.6369830741410477,ct
chicago,Health,poi,mhlthcrude,0.5836398503642186,0.5658181890405726,ct
chicago,Health,poi,obesitycru,0.582174485315214,0.5701990736238564,ct
chicago,Health,poi,phlthcrude,0.6087744358182151,0.5886300728615761,ct
chicago,Non-vehicle Travel,poi,publictrans_per_ct,0.6508717408742195,0.6255090752888322,ct
chicago,Non-vehicle Travel,poi,walkbike_per_ct,0.4011076751488198,0.3306057942248356,ct
chicago,Poverty,poi,logincome,0.6011726839454508,0.5890731223570703,ct
chicago,Poverty,poi,povertyline_below100,0.5240257254357561,0.510392204346483,ct
chicago,Poverty,poi,povertyline_below200,0.6212635856000188,0.6081580341108445,ct
chicago,Vehicle Travel,poi,drove_alone_per_ct,0.6685892251725291,0.6235942271763951,ct
chicago,Vehicle Travel,poi,estpmiles,0.5682461791320732,0.5407763501156881,ct
chicago,Vehicle Travel,poi,estptrp,0.4042458181752484,0.3522148134277357,ct
chicago,Vehicle Travel,poi,estvmiles,0.6278038289825373,0.60189025565107,ct
chicago,Vehicle Travel,poi,estvtrp,0.6122108234539065,0.5956457337877756,ct
losangeles,Crime,poi,logcrime,0.49065495130100845,0.475646802380534,ct
losangeles,Crime,poi,logpetty,0.4754449459284714,0.46763140225918587,ct
losangeles,Health,poi,bphighcrud,0.08802484610482612,-0.1703906823392248,ct
losangeles,Health,poi,cancercrud,0.4220567753192343,0.3923430048487053,ct
losangeles,Health,poi,diabetescr,0.45905509981145853,0.41940778344508856,ct
losangeles,Health,poi,lpacrudepr,0.651834540781594,0.6511939920350114,ct
losangeles,Health,poi,mhlthcrude,0.4506335747668729,0.44222147121699373,ct
losangeles,Health,poi,obesitycru,0.5110672391842757,0.4991604473025667,ct
losangeles,Health,poi,phlthcrude,0.51969376195527,0.4579097862421115,ct
losangeles,Non-vehicle Travel,poi,publictrans_per_ct,0.35921006640013475,0.31692643198128767,ct
losangeles,Non-vehicle Travel,poi,walkbike_per_ct,0.08028576636118369,0.022288386377779502,ct
losangeles,Poverty,poi,logincome,0.5242688308750092,0.4954484748638879,ct
losangeles,Poverty,poi,povertyline_below100,0.32759067234368927,0.2947277184113438,ct
losangeles,Poverty,poi,povertyline_below200,0.5018045762162664,0.47222924675778516,ct
losangeles,Vehicle Travel,poi,drove_alone_per_ct,0.2528876256082687,0.23658468565011742,ct
losangeles,Vehicle Travel,poi,estpmiles,0.333234555137018,-0.992107828844117,ct
losangeles,Vehicle Travel,poi,estptrp,0.34063424659555425,0.30395581942248484,ct
losangeles,Vehicle Travel,poi,estvmiles,0.3640798124539891,-2.4078775629736704,ct
losangeles,Vehicle Travel,poi,estvtrp,0.3634756457366521,0.06139526670067268,ct
miami,Crime,poi,logcrime,,,ct
miami,Crime,poi,logpetty,,,ct
miami,Health,poi,bphighcrud,0.22173511211192437,0.1651704569366061,ct
miami,Health,poi,cancercrud,0.3582117647135621,0.34917892144921947,ct
miami,Health,poi,diabetescr,0.37052860869521875,0.33688300051797604,ct
miami,Health,poi,lpacrudepr,0.557428217900927,0.5292023019784822,ct
miami,Health,poi,mhlthcrude,0.3829802431900051,0.3145019543898092,ct
miami,Health,poi,obesitycru,0.4825006898466565,0.43950631866246415,ct
miami,Health,poi,phlthcrude,0.39302629936061817,0.3496858047014066,ct
miami,Non-vehicle Travel,poi,publictrans_per_ct,0.26521963548733535,0.22638472869672005,ct
miami,Non-vehicle Travel,poi,walkbike_per_ct,0.30297293895259814,0.22079114852155385,ct
miami,Poverty,poi,logincome,0.3928777774443356,0.35346549779652875,ct
miami,Poverty,poi,povertyline_below100,0.36177611388908665,0.29764897047110694,ct
miami,Poverty,poi,povertyline_below200,0.43652272965385264,0.4015258089648297,ct
miami,Vehicle Travel,poi,drove_alone_per_ct,0.23849243747406618,0.18639597380580747,ct
miami,Vehicle Travel,poi,estpmiles,0.34952355395667595,0.3017730992684712,ct
miami,Vehicle Travel,poi,estptrp,0.3490058612986397,0.30804057769749016,ct
miami,Vehicle Travel,poi,estvmiles,0.32855155877822434,0.2928170235717429,ct
miami,Vehicle Travel,poi,estvtrp,0.33553852942203266,0.3127916109030705,ct
newyork,Crime,poi,logcrime,0.3496085091433196,0.32954168086936914,ct
newyork,Crime,poi,logpetty,0.3923263846338176,0.3922630897917473,ct
newyork,Health,poi,bphighcrud,0.3097541489485228,0.2906513051974141,ct
newyork,Health,poi,cancercrud,0.467917717490525,0.036229389213445096,ct
newyork,Health,poi,diabetescr,0.35925444680778196,0.3401489682896328,ct
newyork,Health,poi,lpacrudepr,0.42925137600704,0.4046306678536301,ct
newyork,Health,poi,mhlthcrude,0.3566032888628324,0.326131987909242,ct
newyork,Health,poi,obesitycru,0.3819358921858877,0.35041981138191436,ct
newyork,Health,poi,phlthcrude,0.3188742779036667,0.29962380875715444,ct
newyork,Non-vehicle Travel,poi,publictrans_per_ct,0.7083569634997532,0.6997798996804009,ct
newyork,Non-vehicle Travel,poi,walkbike_per_ct,0.3114199762321654,0.2909423169321253,ct
newyork,Poverty,poi,logincome,0.44957566772043106,0.4322016878033006,ct
newyork,Poverty,poi,povertyline_below100,0.3644143949906512,0.35593323687631906,ct
newyork,Poverty,poi,povertyline_below200,0.4602534933164618,0.4493106126915555,ct
newyork,Vehicle Travel,poi,drove_alone_per_ct,0.7171924156346914,0.7095279334368032,ct
newyork,Vehicle Travel,poi,estpmiles,0.6085088325344247,0.544389282108719,ct
newyork,Vehicle Travel,poi,estptrp,0.28176139977251424,0.26410168482329766,ct
newyork,Vehicle Travel,poi,estvmiles,0.6784584160124119,0.6502384039721307,ct
newyork,Vehicle Travel,poi,estvtrp,0.7126525788338841,0.7005816241853465,ct
philadelphia,Crime,poi,logcrime,0.5183488394781903,0.4307296274080524,ct
philadelphia,Crime,poi,logpetty,0.6475635810199173,0.5787046692531137,ct
philadelphia,Health,poi,bphighcrud,0.3927200329298454,0.3414190740784404,ct
philadelphia,Health,poi,cancercrud,0.396188019538116,0.35904880512455195,ct
philadelphia,Health,poi,diabetescr,0.48619285983413496,0.4468523741382631,ct
philadelphia,Health,poi,lpacrudepr,0.5762269855648949,0.5521903543794711,ct
philadelphia,Health,poi,mhlthcrude,0.5487066586464688,0.516169838845826,ct
philadelphia,Health,poi,obesitycru,0.42305433377168666,0.3738126768439595,ct
philadelphia,Health,poi,phlthcrude,0.528421539663473,0.4975291658222817,ct
philadelphia,Non-vehicle Travel,poi,publictrans_per_ct,0.5664734168648594,0.5700200697826444,ct
philadelphia,Non-vehicle Travel,poi,walkbike_per_ct,0.49362039477165054,0.42698357392228764,ct
philadelphia,Poverty,poi,logincome,0.5451014385862972,0.5235259275741209,ct
philadelphia,Poverty,poi,povertyline_below100,0.463428764121759,0.40976362131679656,ct
philadelphia,Poverty,poi,povertyline_below200,0.5338080687601693,0.5041763242816482,ct
philadelphia,Vehicle Travel,poi,drove_alone_per_ct,0.6458359674026249,0.6459338899301394,ct
philadelphia,Vehicle Travel,poi,estpmiles,0.6201657619798832,0.6267460813979192,ct
philadelphia,Vehicle Travel,poi,estptrp,0.3628397242264884,0.32787283566722975,ct
philadelphia,Vehicle Travel,poi,estvmiles,0.6635139239858484,0.6482127146173572,ct
philadelphia,Vehicle Travel,poi,estvtrp,0.6573641051366744,0.6506712672147972,ct
sanfrancisco,Crime,poi,logcrime,0.720049459822625,0.5579358205048337,ct
sanfrancisco,Crime,poi,logpetty,0.7137909288013066,0.5608826552352003,ct
sanfrancisco,Health,poi,bphighcrud,0.21467662366274812,-0.009379840625570558,ct
sanfrancisco,Health,poi,cancercrud,0.37466563749925735,-0.11234407991242097,ct
sanfrancisco,Health,poi,diabetescr,0.3492756111183249,0.27651430034666935,ct
sanfrancisco,Health,poi,lpacrudepr,0.47382192807006385,0.3931101458396159,ct
sanfrancisco,Health,poi,mhlthcrude,0.3519047743054157,0.19486861810456207,ct
sanfrancisco,Health,poi,obesitycru,0.3563208212767157,0.24313324526325192,ct
sanfrancisco,Health,poi,phlthcrude,0.3834632370219741,0.3052492362819191,ct
sanfrancisco,Non-vehicle Travel,poi,publictrans_per_ct,0.5989715603408945,0.5256597597288526,ct
sanfrancisco,Non-vehicle Travel,poi,walkbike_per_ct,0.6095326650671782,0.5038458794866394,ct
sanfrancisco,Poverty,poi,logincome,0.36752077815372186,0.24719683578102297,ct
sanfrancisco,Poverty,poi,povertyline_below100,0.2660685766893416,0.18359319840998478,ct
sanfrancisco,Poverty,poi,povertyline_below200,0.3310203350387949,0.2472634079894065,ct
sanfrancisco,Vehicle Travel,poi,drove_alone_per_ct,0.6401319074922709,0.5410206556707984,ct
sanfrancisco,Vehicle Travel,poi,estpmiles,0.4204750459715737,0.3686764959156855,ct
sanfrancisco,Vehicle Travel,poi,estptrp,0.4539901479022153,0.4094400517392155,ct
sanfrancisco,Vehicle Travel,poi,estvmiles,0.46285713775173043,0.31461793854219755,ct
sanfrancisco,Vehicle Travel,poi,estvtrp,0.5003172629766256,0.4503276377105113,ct
boston,Crime,poi+gsv,logcrime,0.32542476748457405,0.17905544096509646,ct
boston,Crime,poi+gsv,logpetty,0.43697732911188114,0.2764466294759643,ct
boston,Health,poi+gsv,bphighcrud,0.4623628241365818,0.4041910441522701,ct
boston,Health,poi+gsv,cancercrud,0.6478831010335251,0.5713753992813865,ct
boston,Health,poi+gsv,diabetescr,0.49606806584986873,0.4315068502740703,ct
boston,Health,poi+gsv,lpacrudepr,0.637260137251429,0.5527971691521095,ct
boston,Health,poi+gsv,mhlthcrude,0.5963676996520585,0.517672470230645,ct
boston,Health,poi+gsv,obesitycru,0.5789483216991048,0.5017960764143223,ct
boston,Health,poi+gsv,phlthcrude,0.5687055508629422,0.49930216086777374,ct
boston,Non-vehicle Travel,poi+gsv,publictrans_per_ct,0.7489105733382154,0.6899652593686423,ct
boston,Non-vehicle Travel,poi+gsv,walkbike_per_ct,0.8058946209446664,0.7692663001502421,ct
boston,Poverty,poi+gsv,logincome,0.6263195604779991,0.5519990766840707,ct
boston,Poverty,poi+gsv,povertyline_below100,0.550207547399238,0.4681332956033801,ct
boston,Poverty,poi+gsv,povertyline_below200,0.6382574690313223,0.5764877863722574,ct
boston,Vehicle Travel,poi+gsv,drove_alone_per_ct,0.8570194695356823,0.8289941489345163,ct
boston,Vehicle Travel,poi+gsv,estpmiles,0.8236710865057855,0.803384917441355,ct
boston,Vehicle Travel,poi+gsv,estptrp,0.5821270542927884,0.5137905739189015,ct
boston,Vehicle Travel,poi+gsv,estvmiles,0.8604130071515051,0.8415732198398009,ct
boston,Vehicle Travel,poi+gsv,estvtrp,0.8531049917985756,0.8322094985970679,ct
chicago,Crime,poi+gsv,logcrime,0.6600325025899165,0.5717753910240844,ct
chicago,Crime,poi+gsv,logpetty,0.6368047865564666,0.5338966832507956,ct
chicago,Health,poi+gsv,bphighcrud,0.6612872357707726,0.6305824178121064,ct
chicago,Health,poi+gsv,cancercrud,0.48995010716667986,0.44963900845770866,ct
chicago,Health,poi+gsv,diabetescr,0.7242493048933797,0.6959151900132364,ct
chicago,Health,poi+gsv,lpacrudepr,0.7375013689296549,0.7051976977404857,ct
chicago,Health,poi+gsv,mhlthcrude,0.6612740481814884,0.6203788038483559,ct
chicago,Health,poi+gsv,obesitycru,0.6919603860211925,0.6599338026857516,ct
chicago,Health,poi+gsv,phlthcrude,0.7048580498052844,0.671581846467791,ct
chicago,Non-vehicle Travel,poi+gsv,publictrans_per_ct,0.7588779584477006,0.731958067784133,ct
chicago,Non-vehicle Travel,poi+gsv,walkbike_per_ct,0.5208452879062371,0.45513118541832237,ct
chicago,Poverty,poi+gsv,logincome,0.7006919775046445,0.6795795840557484,ct
chicago,Poverty,poi+gsv,povertyline_below100,0.6076704187059365,0.5871517397701096,ct
chicago,Poverty,poi+gsv,povertyline_below200,0.6892458873108204,0.6673912403593756,ct
chicago,Vehicle Travel,poi+gsv,drove_alone_per_ct,0.817300245099862,0.7904954472279144,ct
chicago,Vehicle Travel,poi+gsv,estpmiles,0.7031346482186536,0.6727435821877173,ct
chicago,Vehicle Travel,poi+gsv,estptrp,0.5593838260757111,0.5100583913356612,ct
chicago,Vehicle Travel,poi+gsv,estvmiles,0.7552161657640936,0.7161409712735975,ct
chicago,Vehicle Travel,poi+gsv,estvtrp,0.7567669360054714,0.7325355419750813,ct
losangeles,Crime,poi+gsv,logcrime,0.6041806833785108,0.5720162945040339,ct
losangeles,Crime,poi+gsv,logpetty,0.5070961991544944,0.47574342255839125,ct
losangeles,Health,poi+gsv,bphighcrud,0.17144701631383807,0.03356201667015078,ct
losangeles,Health,poi+gsv,cancercrud,0.5230021170424662,0.506416057000009,ct
losangeles,Health,poi+gsv,diabetescr,0.5287908493154463,0.47753249062918923,ct
losangeles,Health,poi+gsv,lpacrudepr,0.7532901567660775,0.7392980572326431,ct
losangeles,Health,poi+gsv,mhlthcrude,0.6155462944776426,0.5966008559613154,ct
losangeles,Health,poi+gsv,obesitycru,0.621284541978697,0.5962407074027604,ct
losangeles,Health,poi+gsv,phlthcrude,0.6404154283968628,0.5544692029246473,ct
losangeles,Non-vehicle Travel,poi+gsv,publictrans_per_ct,0.5853861389800665,0.5313253348798376,ct
losangeles,Non-vehicle Travel,poi+gsv,walkbike_per_ct,0.1504364799020776,0.07552656666700851,ct
losangeles,Poverty,poi+gsv,logincome,0.6507774476700381,0.6051915293760495,ct
losangeles,Poverty,poi+gsv,povertyline_below100,0.4714387337238303,0.41058716087375685,ct
losangeles,Poverty,poi+gsv,povertyline_below200,0.6347483418432843,0.563991556082731,ct
losangeles,Vehicle Travel,poi+gsv,drove_alone_per_ct,0.46133224291086333,0.44874437299103853,ct
losangeles,Vehicle Travel,poi+gsv,estpmiles,0.5409918957651108,0.12054947790311046,ct
losangeles,Vehicle Travel,poi+gsv,estptrp,0.5375556444965122,0.4958822277544425,ct
losangeles,Vehicle Travel,poi+gsv,estvmiles,0.5788762740823347,-0.18913587743612506,ct
losangeles,Vehicle Travel,poi+gsv,estvtrp,0.6193811595411944,0.5188034792975185,ct
miami,Crime,poi+gsv,logcrime,,,ct
miami,Crime,poi+gsv,logpetty,,,ct
miami,Health,poi+gsv,bphighcrud,0.34041269992307727,0.26830241422352274,ct
miami,Health,poi+gsv,cancercrud,0.44759907204591737,0.4023050209201153,ct
miami,Health,poi+gsv,diabetescr,0.5163577075463046,0.48155523474109874,ct
miami,Health,poi+gsv,lpacrudepr,0.7126735606682788,0.6781998573953784,ct
miami,Health,poi+gsv,mhlthcrude,0.48100541720968304,0.3999663738156557,ct
miami,Health,poi+gsv,obesitycru,0.5911525434800192,0.52304332553455,ct
miami,Health,poi+gsv,phlthcrude,0.543195240485409,0.4986449300672896,ct
